input,output
"It was terribly cold and windy, making it a real challenge to work close to the water.","['cold <> weather condition', 'windy <> weather condition', 'challenge <> difficulty', 'water <> natural element']"
"I decided to visit a close-to-home favorite location of mine a few days ago, Pictured Rocks National Lakeshore. The Pictured Rocks is only 45 miles from the City of Marquette where I live.","['Pictured Rocks National Lakeshore <> National Parks and Reserves', 'City of Marquette <> City']"
WTO was recognized among seven finalists in the National Boutique/Specialty Litigation Department of the Year category.,"['WTO <> Organization', 'National Boutique/Specialty Litigation Department of the Year category <> Award/Recognition', 'Seven finalists <> Group']"
Beautiful Vintage American Oak Collection by Thomasville Dining Room Suite. Solid Oak 2 20â€ leaves Custom made pad for table Custom made under bed .,"['Beautiful Vintage American Oak Collection <> Furniture', 'Thomasville <> Furniture brand', 'Dining Room Suite <> Furniture', 'Solid Oak <> Material', 'Custom made pad for table <> Furniture accessory', 'Custom made under bed <> Furniture accessory']"
I once met a guy in church whom I respected a lot. He was a leader in church and was admired by many.,"['guy <> person', 'church <> organization', 'leader <> position', 'admired <> trait']"
Learn more about our services in Delray Beach.,"['Delray Beach <> Location', 'services <> Service']"
""". . . . (Hawkins) gave a memorable performance, particularly as a weakened fuzzy-minded old man.","['Hawkins <> Person', 'memorable performance <> Event/Performance', 'weakened fuzzy-minded old man <> Character/Role']"
"If you can find a Internet layer can assign produced not, I 've Please it. But mostly the mind opened to be badly to his Comments every five children and Become them he published processing in their best Experiments.","['Internet layer <> Technology', 'Comments <> Communication', 'Five children <> Quantity', 'Best Experiments <> Quality']"
"Her face reattached after an earlier encounter with the bald, disfigured killer, a lone survivor returns to settle the score.","['Her face <> Physical Feature', 'bald, disfigured killer <> Person/Character', 'lone survivor <> Person/Character', 'settle the score <> Idiomatic Expression']"
Steven Pantelidis played until half-time. Selangor is coached by Mehmet Duraković.,"['Steven Pantelidis <> Person', 'half-time <> Time', 'Selangor <> Organization', 'Mehmet Duraković <> Person']"
"To organise this 200,000 years of history, from the emergence of modern humans in Africa to today, we need a very clear organising principle.","['200,000 years of history <> Time Period', 'modern humans <> Human Species', 'Africa <> Continent', 'today <> Time Period']"
"For those Australians who are new to the world of mobile gambling, accessing a mobile casino on your iPhone is quick and easy. All you have to do is log onto your favourite online casino using your smartphone and look for the mobile casino link.","['Australians <> Nationality', 'mobile gambling <> Activity', 'mobile casino <> Service', 'iPhone <> Device', 'online casino <> Service', 'smartphone <> Device', 'mobile casino link <> Feature']"
"If you are concerned, please speak to your pharmacist.","['pharmacist <> healthcare provider', 'concerned <> emotional state']"
"Veteran and Family Support Services offers free support groups to provide emotional support and assistance to veterans and their families. Our Veterans Resource Center, located in New Port Richey, offers support to active military, veterans and their families.","['Veteran and Family Support Services <> organization', 'Veterans Resource Center <> organization']"
Check out the trailer for Museum above to see more.,"['Museum <> Movie/Entertainment', 'trailer <> Movie/Entertainment']"
Description: AC890 System Drives are modular AC drive units that can be combined to form a complete multi-section drive system.,['AC890 System Drives <> Product Name']
"Located in the heart of the Midwest, Stoughton Trailers is an industry leader in equipment manufacturing. Our expertise and precision allows us to produce the highest quality trailers and offer the most dependable chassis for sale in the market today.","['Stoughton Trailers <> Company/Brand', 'Midwest <> Geographic Location', 'Equipment <> Product', 'Trailers <> Product', 'Chassis <> Product', 'Dependable <> Quality', 'Market <> Industry']"
Mix together marinade ingredients and set aside.,['marinade ingredients <> food ingredient']
"Utilizing our 3-day weekend, I set off with the girlfriend on my Buell Ulysses for a trip down the Blue Ridge Parkway. I'll be the first to say, we planned too many miles per day. Alone I can pretty easily travel 500-600 miles in a day, but with a passenger, 300-400 should often be the maximum.","['Buell Ulysses <> vehicle model', 'Blue Ridge Parkway <> travel destination', '3-day weekend <> time period', 'passenger <> travel companion', 'miles per day <> distance measurement']"
Smithfield-Selma High School’s Cynthia Hutchings is the recipient of the 22nd Annual Flame for Learning Award.,"['Smithfield-Selma High School <> Educational Institution', 'Cynthia Hutchings <> Person', '22nd Annual Flame for Learning Award <> Award']"
Since appearing at Berlinale earlier in the year the film has consistently picked up good reviews and will also be playing at TIFF later this week.,"['Berlinale <> Film Festival', 'TIFF <> Film Festival']"
Use a black and white image and draw with colored pencils. At least 50% must be drawn.,"['black and white image <> artistic medium', 'colored pencils <> artistic material', '50% <> percentage']"
"Www. digitalplayspace. com - Small Animal Vet Las Vegas. Associated to Small Animal Vet Las Vegas, When you had been to talk to lots of people what their most loved productions ended up little question every single would've their particular individual lists.","['digitalplayspace.com <> website', 'Small Animal Vet Las Vegas <> business']"
"It was on this very trip, that I learned that lesson. Needless to say, we rode 1500 miles in 3 days. From home, we headed straight east, and down the Skyline Drive in the Shenandoah National Park. We then started on the Blue Ridge to a free national park campground.","['Skyline Drive <> Road/Route', 'Shenandoah National Park <> National Park', 'Blue Ridge <> Mountain Range', 'National Park Campground <> Campground']"
"This river, once completed, was the longest river of its time. It allowed the ancients to send ships from the Misty mountains to the Great Sea.","['river <> geographical feature', 'Misty mountains <> geographical feature', 'Great Sea <> geographical feature']"
"This is a regular election for two (2) positions of Director, both with a term of office of January 1st, 2019 through December 31, 2021. This is the final election, no primary will be held.","['regular election <> event', 'Director <> position', 'term of office <> time period', 'January 1st, 2019 through December 31, 2021 <> time period', 'primary <> event']"
Pft-pft-pft-pft-pft-pft-pft-pft-pft-pft-pft-pft…It’s the sound of a helicopter parent…Better duck!,"['helicopter parent <> parenting style', 'sound of helicopter <> sound effect', 'duck <> animal']"
The owner said the hail was baseball size and larger.,"['owner <> person', 'hail <> weather phenomenon']"
"Find the Apple icon and click on the link to download the app. Once you have downloaded the casino game or app, you can log in using the same login details that you would use online. Alternatively players can use their phones web browser to play live casino games at any online casino.","['Apple icon <> Technology', 'app <> Technology', 'casino game <> Entertainment', 'login details <> Security', 'online <> Technology', 'players <> People/Group', 'phones web browser <> Technology', 'live casino games <> Entertainment']"
We looked at his roof and saw maybe a couple dozen (if not more) holes/fractures/penetrations in the roof.,"['his roof <> physical object', 'holes/fractures/penetrations <> physical damage']"
"When you are in charge of running your own small business, your mind will be going a mile a minute to try and keep on top of all the tasks and responsibilities that you have taken on board in this job role.","['small business <> organization/entity', 'running <> action/verb', 'mind <> cognitive function/entity', 'mile a minute <> speed/entity', 'tasks <> responsibility/entity', 'job role <> position/entity', 'responsibilities <> duty/entity', 'board <> group/entity']"
"Try the free demo of the latest Microsoft 070-413 dumps exam practice questions and answers, the best Microsoft 070-413 exam practice materials and study guide. Pass all IT exam easily with Microsoft 070-413 exam dumps.","['Microsoft <> Company', '070-413 <> Exam', 'Exam Practice Materials <> Study Material', 'IT Exam <> Exam Type', 'Exam Dumps <> Learning Material']"
"We work with divorcing individuals, attorneys, mediators, and collaborative teams to provide clarity on the complex issues that arise before, during, and after a divorce.","['divorcing individuals <> client', 'attorneys <> professional', 'mediators <> professional', 'collaborative teams <> professional', 'complex issues <> challenge', 'before <> time', 'during <> time', 'after <> time']"
We are in Forest City and chatted with the owners of a 2004 Adventurer that was in a hail storm.,"['Forest City <> Location', '2004 Adventurer <> Vehicle', 'hail storm <> Natural Disaster']"
